,Unnamed: 0,Company_name,Date,Analyst,Analyst_bank,Question,Executive_Name,Executive_position,Answer,Analytics_order,Analytics_question_order,Exec_answer_order
6630,12,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","May 16, 2012 9:00 p.m. EDT",Mike Olson , Piper Jaffray,"Hey, good morning.  Somebody asked earlier about the easier comps in the back half of the year, but I wanted to ask about Q2.  I believe your Q2 revenue growth comp is a bit easier than last year.  So, would you say that your Q2 revenue guidance is suggesting that you're seeing more headwinds for growth in Q2 compared to Q1, or would you say it’s just conservative given it’s the same range of 15% to 20% on an easier comp?",Jane Sun, CFO,"Q2, obviously our team work very hard as strong results as possible, but there are a couple of things that we cannot control.  First of all, James has talked about the GDP growth rate has been revised down a little bit, so we need to take that into consideration.  There is also some obstacles in the southern part of China that make travelers a little bit concerned.  So there is always certain uncontrollable events that we need to consider, take into consideration when we give our guidance.  That is why we give number at about 15% to 20% range. And also based on the April number, I think Southern Air was growing at about 5%, but Air China had a negative growth.  So, net-net, the market is flattish.  So we also took that into consideration.",8.0,1.0,1.0
6631,13,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","May 16, 2012 9:00 p.m. EDT",Mike Olson , Piper Jaffray,"Okay.  That makes sense.  And then, are there other attractive travel verticals beyond -- you guys talked about vacation rentals and hostels and things like that, are there other attractive verticals that you could talk about that you're looking at making acquisitions or investments in?",Jane Sun, CFO,"I think we are always very active in the market, but we’re also very focused.  Anything that is related to travel business, we have our eyes on it.  But we need to wait until the market is ready.  So, some of them probably, you know, we still need a few years to cultivate it.  But when it’s mature enough, we will invest heavily into the market.  And then hopefully within one to two years, these investments will generate very good yields for us. The items we have disclosed have been cultivated for -- in the past, and now we spent quite some money in the product development line to further strengthen it.  So, hopefully these items will generate very good results in the upcoming years.",8.0,2.0,1.0
6632,14,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","May 16, 2012 9:00 p.m. EDT",Catherine Leung , Goldman Sachs,"Hi, good morning.  I wanted to add my congratulations to Jane and Jenny.  Firstly, in terms of the Q1 program, how do you view the level of competitive activity now in terms of the possible rationalization that you might have expected when you launched the program? And then secondly, in terms of the acceleration in product development’s cost growth, which I understand is for a lot of the new product initiatives, to what extent are you able to leverage your existing business development teams?  And just repackaging some of your, for example, the hotel inventory, and how much is actually building separate teams for these new initiatives?  Thank you.",Min Fan, President and CEO,"I think for the e-coupon program we launched, I think we did see the positive feedback from our customers.  And we will put -- this e-coupon will match all players in the market, and I hope, yeah, maybe sometime later then all the players can be more rational on this promotion.  So, we will monitor the market very closely, yeah.",9.0,1.0,1.0
6633,15,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","May 16, 2012 9:00 p.m. EDT",Catherine Leung , Goldman Sachs,"Hi, good morning.  I wanted to add my congratulations to Jane and Jenny.  Firstly, in terms of the Q1 program, how do you view the level of competitive activity now in terms of the possible rationalization that you might have expected when you launched the program? And then secondly, in terms of the acceleration in product development’s cost growth, which I understand is for a lot of the new product initiatives, to what extent are you able to leverage your existing business development teams?  And just repackaging some of your, for example, the hotel inventory, and how much is actually building separate teams for these new initiatives?  Thank you.",Jane Sun, CFO,"In the new PDE program, you're right, some of the items we can leverage our infrastructure.  For example, our Smart Hotel Choice, it’s a new team within our big hotel group.  So, to an extent, they can leverage the personnel, people’s relationship.  We’re fully leveraging that.  Several of them are fairly new, so we have a separate team to work on it.  So, for example, the vacation rental team, they execute very strongly; it’s a separate team.  So, depending on how much overlap and synergy we have, either it is a small team within our existing infrastructure or it’s a separate entity, which give them more flexibility, more efficiency to execute into a new business area.",9.0,1.0,2.0
6634,16,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","May 16, 2012 9:00 p.m. EDT",Fawne Jiang , Brean Murray,"Good morning.  Thank you for taking my questions.  First one is actually regarding your hotel.  It seems like you have very nice expansion of your [Omla] hotel network in the quarter.  Just wonder, given your network is expanding, what are the -- the hotel spend are -- under the coupon program will increase with your hotel network growth as well.  Also seems like, for the first quarter, the coupon impact on your revenue per room night only declined 3% year over year and I think your guidance second quarter 5% year over year.  Just wonder whether the 5% is something we could -- we should look forward in the coming quarter as well, or do you expect that could potentially go farther?  Thank you.  That’s my first question.",Min Fan, President and CEO,"Yeah.  For the first question, I think for the -- when we enlarge our hotel pools, and the main purpose is we try to provide more option for our customers.  But for e-coupon, definitely we will still match the market.  Of course, we will not start a price war, but if the market there is certain discount or other players, they have very big discount of our hotel providing them, definitely we will match them.  But in fact, we don’t calculate the percentage because the -- it’s changing.  Yeah, it’s changing.  So I think, yeah, we will (inaudible) we will still enlarge our hotel pool in the next quarter, and also we will match our e-coupon program with the major competitors.",10.0,1.0,1.0
6635,17,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","May 16, 2012 9:00 p.m. EDT",Fawne Jiang , Brean Murray,"Good morning.  Thank you for taking my questions.  First one is actually regarding your hotel.  It seems like you have very nice expansion of your [Omla] hotel network in the quarter.  Just wonder, given your network is expanding, what are the -- the hotel spend are -- under the coupon program will increase with your hotel network growth as well.  Also seems like, for the first quarter, the coupon impact on your revenue per room night only declined 3% year over year and I think your guidance second quarter 5% year over year.  Just wonder whether the 5% is something we could -- we should look forward in the coming quarter as well, or do you expect that could potentially go farther?  Thank you.  That’s my first question.",Jane Sun, CFO,"Regarding the margin impact, we guided 5% down for Q2, again as Min said, if our -- in the market, the coupon is scaled back, we will.  But if anybody stepped up, we’ll also match them.  So, we budgeted enough to handle any kind of e-coupon program in our guidance.",10.0,1.0,2.0
6636,18,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","May 16, 2012 9:00 p.m. EDT",Fawne Jiang , Brean Murray,"Got it.  Second question is actually regarding your recent investment in the vacation rental as well as the hostel business.  Just wonder if you could give us a little bit more color in terms of format of your investment.  Also whether we will potentially see any financial impact from those investment, like basic, whether they will somewhere fall into your financials in the coming quarter, or whether those hotels are counted as your hotel network, and also like the room night booked, whether it’s also part of Ctrip or it’s just pure investment purposes?",Jane Sun, CFO,"These two investments Ctrip is the majority shareholder.  So, all the performance in terms of the expenses, the investment, is fully consolidated into our numbers already.  So that’s the first thing.  The second thing is, in terms of top line, since they’re so new, the impact is immaterial, but we have already picked up all their expenses in our product development line item.",10.0,2.0,1.0
6637,19,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","May 16, 2012 9:00 p.m. EDT",Fawne Jiang , Brean Murray,"Got it.  Just to follow up on that, like when did you -- like what’s the date for the investment for [Sungko] and what’s the date for the investment for (inaudible) so, like, since do we pick up the expenses?",Jane Sun, CFO,"I think Q1, mainly from Q1.  We have been planning for this last year, but the majority expense start in Q1, late last year but early this year.",10.0,3.0,1.0
6638,20,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","May 16, 2012 9:00 p.m. EDT",Alicia Yap , Barclays Capital,"Good morning.  Thanks for taking my questions, and congratulations to Jane and Jenny.  First question is that, wanted to, it’s a housekeeping question, how many employees that you have on your call center by the end of first quarter?  And any wage inflations or salary adjustment already happening or expected to impelement?",Jane Sun, CFO,"We have about 8,000 to 9,000 employees in the call center.  The wage inflation is already reflected in our number and guidance.  So, I think with the moderating GDP growth rate, the inflation will be better controlled this year as well.  So that’s our visibility.  But we definitely will make sure the salary structure match up to the market condition.",11.0,1.0,1.0
6639,21,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","May 16, 2012 9:00 p.m. EDT",Alicia Yap , Barclays Capital,"I see.  And then second is just that wanted to get a view from management like how we see the OTA agency model going forward for the industry.  And will Ctrip, you know, has any plan to take more initiative to be, you know, going closer to the merchant model?",Min Fan, President and CEO,"Yeah, I think for the merchant model -- merchant model and agency model is both popular models among the international OTAs.  And in China right now, most practice is the agency model.  But I do see in merchant model, the need is there, and also the growing is there.  So, for Ctrip right now, our main stream is due to agency model, but we will add more product providing.  Especially in hotel side we will provide the merchant model for targeted customers, especially those leisure customers.  And also, in fact, as you know, in China, during the peak season, probably you have to do the merchant model in some scenic areas.  So I think this is ongoing process right now.",11.0,2.0,1.0
6640,22,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","May 16, 2012 9:00 p.m. EDT",Alicia Yap , Barclays Capital,"I see.  So, can we just get, in general sense, let’s say for China, what will be the margins difference on the merchants versus agency model?",Min Fan, President and CEO,"Yeah.  The margin difference is almost the same, probably the same, because even though -- even for the hotel side, they will view these two model, yeah, as normal practice.  So, if there’s no need (inaudible) raise one margin and decrease another margin.",11.0,3.0,1.0
6641,23,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","May 16, 2012 9:00 p.m. EDT",[Tien Yao] , [TH Capital],"Thanks for taking my question.  The question is really related to your product development.  So I saw a jump in the product development investment, so I wonder, which are the area have you invested?  And is this, you know, can you give us some color on your (inaudible) above the potential revenue contribution from your investment?",Jane Sun, CFO,"Sure.  As we discussed, I think the increase in product development is mainly for the new business development.  In the hotel business, we put a lot of efforts in the variety of different model.  For example, the Smart Hotel model is targeted at leisure, middle to high end customers.  The hostel model is targeted at budget customers.  Vacation rental is a new market, nobody has done it before, so that’s on the hotel side.  And then on the -- 3G is also a future trend for our business, so we spend quite heavily to invest in that area.  And also on the train ticket, I think again that’s also very important area. So, anything that is helpful for a customer that is (inaudible) have it.  But we will do it in a very methodic way in a sense that when the market is ready, when the customer has that requirement, when the industry has the infrastructure, we’ll pull the trigger and make the investment, make sure Ctrip’s platform provides the most comprehensive product in the market.  So that’s our strategy.  That’s why the product development line increased.  But we believe the future revenue for these items will be very good, to generate good yield for -- from these investments.",12.0,1.0,1.0
6642,24,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","May 16, 2012 9:00 p.m. EDT",[Tien Yao] , [TH Capital],"Okay, that’s helpful.  And regarding the package tour, I believe the package tour market is actually quite crowded.  So, what’s the differentiation between Ctrip package tour and the other guys in the market, like [Tienyu]?",Jane Sun, CFO,[Tunyu].,12.0,2.0,1.0
6643,25,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","May 16, 2012 9:00 p.m. EDT",[Tien Yao] , [TH Capital],"Okay, that’s helpful.  And regarding the package tour, I believe the package tour market is actually quite crowded.  So, what’s the differentiation between Ctrip package tour and the other guys in the market, like [Tienyu]?",Min Fan, President and CEO,"Yeah.  I think right now our package tour business enjoys very high quality and also we enjoy a very wide coverage on different destinations, not only domestic but also abroad.  I think the model of [Tunyu] and other online players, I think their positioning and (inaudible) a little bit different.  For Ctrip positioning, we mainly position on the middle to high end range of customers, I mean the package tour business.  And also we have very big portion, big percentage of products (inaudible) from the FIT business, that means hotel plus air ticketing and plus ground service packages, ground service options, while other players, it’s very hard for other players to provide this kind of FIT packages which can be very flexible and also goes through a seamless connection with the real inventory of hotels and airlines. So I think in terms of the coverage of destinations, in terms of the flexibility and also in terms of service quality, Ctrip definitely is among the number -- is number one on all these players in the market.",12.0,2.0,2.0
6644,26,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","May 16, 2012 9:00 p.m. EDT",Wendy Huang , RBS,"Thanks.  First, I just want to double-check on the operating expenses for Q1, because since that non-GAAP operating margin comes better than what you guided three months ago by 2 to 3 percentage points, so, which part of cost came in less than you expected three months ago?",Jane Sun, CFO,"I think some of the sales and marketing expenses, we put it in during the later part of the quarter, so there is partial quarter expense there.  But depending on the marketing condition, I think it’s necessary with strengthened investment in certain channel.",13.0,1.0,1.0
6645,27,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","May 16, 2012 9:00 p.m. EDT",Wendy Huang , RBS,"Okay.  And also, can you give me some update on your travel review website, [Diping], how has the traffic grown, and also what’s the progress on the advertising revenue, and also its business model?",Min Fan, President and CEO,"Yeah.  I think [Riping] is doing very well, and if you check our website, recently upgrade the website to optimize user experience, and we will still focus very much on the hotel [comments].  And also we will focus very much on the travel reviews, which is [UGC] model from our users. And also [Riping] right now works with most our other major OTAs in China, and also if you log on [Riping], independent, you will see other online players on [Riping’s] website, and also [Riping] will provide hotel comments for other players, and also [Riping] is more independent travel community in the market, not just only work for one OTA. So I think for [Riping], we do see very good growth trend there.  And [Riping] we’re in to build a platform, user-generated travel guide.  And also if you check [Riping’s] page view and unique views, sorry, it grows very healthy and strongly.  And I think [Riping] right now is among the top one travel community in China in terms of review quality and in terms of the travel coverage.",13.0,2.0,1.0
6646,28,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","May 16, 2012 9:00 p.m. EDT",Wendy Huang , RBS,Is there anything that you can share with us about the revenue movement in [Riping]?,Jane Sun, CFO,The revenue compared to Ctrip’s revenue is still insignificant as it’s still in the early stage.  But it’s their goal to make sure the user content to become so robust that it will attract more advertiser.,13.0,3.0,1.0
6647,29,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","May 16, 2012 9:00 p.m. EDT",Wendy Huang , RBS,"Okay.  Finally, among your four key operating metrics, hotel volume, hotel commission per room night, air ticketing volume and commission per ticket, so which variable is most uncertain for the rest of the year, in your view?",Jane Sun, CFO,"Yes, sure.  So if you look at our revenue stream, there were three main factors we need to take into consideration.  The first one is volume.  The second one is price.  The third one is commission rate. The first one, our competitiveness will reflect in the volume, because no matter if it’s a strong market or a slower market, as long as we run efficient and strong execution, we should outpace the market based on the baseline.  So that number I think reflects our competitiveness. On the pricing, normally hotel and airline sets the price.  And that is going to be determined in the market condition, supply and demand to drive the pricing structure.  We can monitor it but we cannot control it. On the commission rate, again that is also determined by the hotel and by the airline.  So far it looks like very stable, so that’s the best visibility we have on these three items.",13.0,4.0,1.0
6648,30,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","May 16, 2012 9:00 p.m. EDT",Wendy Huang , RBS,"Okay.  Thanks, Jane.",Jane Sun, CFO,"Sure, thanks.  And Wendy, I know most of the analysts will do a model, so, one reminder is for this quarter we will pick up RMB18 million from the investment in Home Inns because Home Inns is doing an integration with Motel 168.  They have a loss in Q1, and we’ll pick up our share of their loss of RMB18 million.  So when you work on your model, please take into consideration of that item.",13.0,5.0,1.0
6443,0,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","November 5, 2012 7:00 PM ET",Jin-Kyu Yoon , Nomura,"Hey. Good morning, everyone.",Jane Sun, COO,Hi.,1.0,1.0,1.0
6444,1,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","November 5, 2012 7:00 PM ET",Jin-Kyu Yoon , Nomura,"Hey. Good morning, everyone.",Min Fan, Co-founder and CEO,Hi.,1.0,1.0,2.0
6445,2,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","November 5, 2012 7:00 PM ET",Jin-Kyu Yoon , Nomura,"Jenny, just on your guidance...hello?",Jenny Wu, CFO,Hello.,1.0,2.0,1.0
6446,3,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","November 5, 2012 7:00 PM ET",Jin-Kyu Yoon , Nomura,"Great. Just on your guidance, are you providing guidance for margins for the fourth quarter or quarters beyond that? And second of all, you mentioned in your prepared remarks that US$294 million have been used of stock buyback from various tranches in 2008, 2011 and 2012. How much of the proceeds remain from 2008 and 2011 tranches today? And how much of US$300 million recently announced in the US$180 million CB remain today? Thanks.",Jenny Wu, CFO,"Thanks for the question, Jin. For the guidance, firstly, for the top-line guidance, the total growth will be around 15% to 20%. For the OP margin non-GAAP, for the first quarter we forecast it to be around 20% to 25%. You will see it will be lower than the third quarter because fourth quarter is usually lower season. So normally during the normal business year, the fourth quarter’s margin will be lower than third quarter. And plus, in third quarter – in fourth quarter, we will see this winter came early this year and it kind of affect our business. And also for the year-end we usually will also accrue some bonus. So, 20% to 25% is the range we will try our best to reach. And for the share buyback, you are right, under the three existing board-approved share buyback plans, the total quota is RMB415 million. And as of November 6, we already purchased back RMB294 million. So we still have aggregate together we still have around RMB120 million roughly left for the buyback. And for that one, we will – we can use our existing cash to execute the buyback. And for the CB, our total offering is RMB118 million and net proceeds is RMB115. On the CB issuing day, JP Morgan helped us to purchase back about US$42 million. So for the CB proceeds, we still have around RMB110 million left.",1.0,3.0,1.0
6447,4,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","November 5, 2012 7:00 PM ET",Jin-Kyu Yoon , Nomura,"So, Jenny, just to clarify that, RMB120 remaining is excluding the CB, so including the CB it’s more like RMB230 million, is that correct?",Jenny Wu, CFO,"Yeah, for the RMB115 million, net proceeds from CB, our top priority, yes, it is for the share buyback. So the total quota left could be up to RMB217 million. You are right.",1.0,4.0,1.0
6448,5,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","November 5, 2012 7:00 PM ET",Richard Ji , Morgan Stanley,"Hi, good morning, James, Min, Jane and Jenny. I have a quick question...",Jane Sun, COO,"Hi, good morning.",2.0,1.0,1.0
6449,6,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","November 5, 2012 7:00 PM ET",Richard Ji , Morgan Stanley,"Hi, good morning, James, Min, Jane and Jenny. I have a quick question...",Min Fan, Co-founder and CEO,"Hi, good morning.",2.0,1.0,2.0
6450,7,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","November 5, 2012 7:00 PM ET",Richard Ji , Morgan Stanley,"Hi, good morning, James, Min, Jane and Jenny. I have a quick question...",James Liang, Co-founder and Chairman,"Hi, good morning.",2.0,1.0,3.0
6451,8,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","November 5, 2012 7:00 PM ET",Richard Ji , Morgan Stanley,"Good morning. First of all, your hotel bookings volume, indeed, a surprise and upside on price promotion. Can you comment on the sustainability of the volume expansion in hotel booking? And especially we’re curious to find out the booking trend in the recent months, especially around the Golden Week holiday. Thank you.",Jane Sun, COO,"Hotel bookings volume has grown very healthy. Our goal is to aggressively gain market share. Whatever it takes, how long it takes, we are very determined to penetrate into the market. So 40% demonstrated our ability to gain market share through the first tier, second tier and undeveloped area. Going forward, we will still maintain a very strong marketing activities and make sure our price is the best in the market and product is the most comprehensive in the market. So hotel volume going forward is forecasted between 30% to 40% for the next quarter.",2.0,2.0,1.0
6452,9,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","November 5, 2012 7:00 PM ET",Richard Ji , Morgan Stanley,"Good morning. First of all, your hotel bookings volume, indeed, a surprise and upside on price promotion. Can you comment on the sustainability of the volume expansion in hotel booking? And especially we’re curious to find out the booking trend in the recent months, especially around the Golden Week holiday. Thank you.",James Liang, Co-founder and Chairman,"I think the Golden Holiday, I think for Ctrip, we are working very good in terms of Malaysian market. So you can see for this year and even the last year during those big Golden Holidays, Golden Week, Ctrip enjoyed very healthy and very strong volume during this time period. So, we anticipate in the coming years we will maintain this momentum.",2.0,2.0,2.0
6453,10,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","November 5, 2012 7:00 PM ET",Richard Ji , Morgan Stanley,"Yeah, very good. My second question is regarding your longer-term strategy as a one-stop travel services shop. And can you comment on the feedback so far you have received from your service partner regarding your open platform and what’s the status there? And also regarding your outbound traffic, can you comment on the total revenue contribution and how should we look at the margin trend of outbound travel service? Thank you.",Min Fan, Co-founder and CEO,"Yeah, I think Ctrip is very open to work with various partners in the travel industry, and including the traditional agency and also other hotels. Our open platform will bring in more service providers to meet customers’ needs, particularly leisure travelers’ increasing demand for more comprehensive and attractive products offerings. I think, in fact, Ctrip start our business with a very open model and platform. We have the right infrastructure and technology to support the open platform to service the partners with more effective and smooth solution. More importantly, I think Ctrip has most experienced team in the network and industry knowledge to be innovative and, in the same time, to really command the model and have better executions than our competitors. And we have the big travel traffic and largest base of customers, so I think for the open platform definitely will give us more value to contribute more to our partners. And the more traffic and better service, these are the fundamental values for our partners they will appreciate. And just for simple example, with Ctrip’s open platform our target customers can find probably old products prices when you book – when you need to plan or book a business or leisure travel as well as travel tips or even the switch apps, so I think this will be – we’ll have seized advantage over other players. And in the market I think no – there’s no other players that do this kind of one-stop solution – travel service solution for customers. In terms of the international travel market, I think outbound travel is growing very fast in China along, with the increased household income, RMB appreciation and also relaxed visa restrictions. And according to BCG report, outbound travel will be growing at a CAGR of 17% between 2010 and 2020. So for Ctrip, we will provide the most comprehensive product offerings and also high service quality for outbound travel in China. We have been very actively expanding the international travel products to service the fast track travel demand. And, as we just said, we have corporate with our global leading partners and also we have very good – we have also signed strategic contracts like the Accor, Hilton, International, InterContinental, Jumeirah, Marriott, Shangri-La, and those major hotel groups we established direct connection with those hotel groups. Definitely we will work more effectively both our international hotel coverage to a great extent. And also this year, we’re launching our new international air ticketing channel. This booking engine by far is the best online international air ticketing booking travel in China, obviously has kind of functionality. And also for leader travel, we are best positioned in the Greater China region, and we have (inaudible) in Hong Kong, and also recently we’re working very hard in the major destinations in Asia regions. We have a very good strategic growth offering partners in different major top destinations. So, by far, I think Ctrip is the very – right now is in a very good position in this market. And according the recent government statistics, Ctrip is right now among the top three online players in China.",2.0,3.0,1.0
6454,11,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","November 5, 2012 7:00 PM ET",Andy Yeung , Oppenheimer,"Hi, thank you for taking my questions. First, let me apologize for the audio quality. We’re still dealing with the impact of Hurricane Sandy here in New York. My first question is about your outbound travel business. I think you just mentioned there’s some focus on that area. Can you give some color on the percentage of your air ticketing, the hotel booking for the business right now that’s related international travel? And what’s the longer-term goal for that international business?",Jane Sun, COO,"Approximately 10% of the volume is outbound, but we forecasted the outbound business will grow faster than the domestic one. Particularly, for Ctrip’s customer, I think most of them are very high end and the income level is increasing and visa restrictions have been lifted. Therefore, I think there will be more volume going abroad. So, in the future, this volume percentage can increase to about to 20% or even beyond 20%.",3.0,1.0,1.0
6455,12,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","November 5, 2012 7:00 PM ET",Andy Yeung , Oppenheimer,"Okay, great. And then my next question is about your pricing charges. I think you have launched and/or acquired different online brand names to cater to different market segments. With your recent partnership with Booking.com and (inaudible), what’s your view on offering different pricing strategies such as name-your-price type of offerings?",Jane Sun, COO,"Two things. First of all, Ctrip is the largest OTA within China. So, legally, Ctrip’s customer should be entitled to enjoy the best price as OTA customers in the market. So, whatever is available online, Ctrip’s customers should be able to enjoy that. So, our product development team works very hard with all the hotel and airline partners to make sure our customers enjoy the best price in the market. Secondly, we also have talks with Bookings, which are the international players, also to make sure that it’s a mutual beneficial relationship we drive Ctrip’s customers by using these inventories. And, meanwhile, our customer is offered the most comprehensive coverage worldwide.",3.0,2.0,1.0
6456,13,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","November 5, 2012 7:00 PM ET",Fei Fang , Goldman Sachs,"Hi, Min, Jane, Jenny, Jim. Thank you for taking my question and congratulations on a strong set of results. My question is if you can comment on how the competitive landscape has trended in the past quarter, especially after August? And how should we think about the coupons’ impact on your 4Q margin guidance given this low seasonality? Thank you.",Jane Sun, COO,"First of all, I think Ctrip always encouraged healthy competition. I think the healthy eco environment for the travel industry is good for every player in the market and good for the consumers as well. Secondly, if we see irrational competition in the market, Ctrip will also match up dollar for dollar, percentage for percentage to make sure we do everything we can to gain market share. So our marketing campaign, our e-coupon program is very much matching up with any competitors in the market to ensure Ctrip customer enjoys the best price in the market. So whatever it takes, how long it takes, Ctrip is very determined to run a effective campaign to gain market share to make sure we capture all the opportunities in this fast-growing market. So in Q4, we will keep up with our matching strategy to make sure whatever is in the market Ctrip team will match up to any kind of price competition or e-coupon or sales marketing campaign. We are very determined and we have all the resources behind us to run this active campaign.",5.0,1.0,1.0
6457,14,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","November 5, 2012 7:00 PM ET",Fei Fang , Goldman Sachs,"I see. Just a quick follow-up question. Just regarding your 40% hotel volume growth versus a 21% commission decline. So if the commission trend – commission trajectory is the new trend that we should expect from the hotel segment going forward? And for the 3Q commission decline, how much of the decline was due to the coupon program and how much was due to the organic commission trend? Thanks.",Jenny Wu, CFO,"Hi, Fei. This is Jenny.",5.0,2.0,1.0
6458,15,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","November 5, 2012 7:00 PM ET",Fei Fang , Goldman Sachs,Hi.,Jenny Wu, CFO,"And the hotel volume growth is 40% in 3Q and the commission per room night has trended down by 21% year-on-year. For that one, it will compose three parts. Firstly for the listing price, that one trended down about 5% year-on-year. And second is the listing commission – the nominal commission rate, so that one is largely flat. And the last one is due to the promotional activities largely due to this e-coupon, it caused a decline about 15% year-on-year. And regarding the trend for 4Q and probably I can here give you some guidance for the 4Q overall. For the hotel, the volume growth for 4Q will be about 30% to 40%. Clearly, you will see the good momentum carried over from 3Q to 4Q. And for commission per room night, again, firstly for this listing price, we see it will trend down about 5%. Again, it’s largely due to the increasing contribution from lower-tier cities and lower star hotels. And for the nominal commission rate, again, it will be flattish. And lastly for this e-coupon-related promotional activities, the impact will be about 10% to 15% year-on-year decline. So for the hotel, in 4Q total revenue will be about 15% to 20% year-on-year.",5.0,3.0,1.0
6459,16,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","November 5, 2012 7:00 PM ET",Alex Yao , Deutsche Bank,"Hi. Good morning, everyone, and thank you very much for taking my question. My first question is on the coupon competition in the quarter. Are there any operating metrics you can share with us, for example, redemption rate across different hotels? Or perhaps what percentage of coupon redemption is booked as unearned revenue and what percentage is operating expense? Any color will be helpful? Thank you.",Jenny Wu, CFO,"Thanks, Alex. And for that one, we’re not ready to disclose such kind of details yet due to the competition reasons. But you see, as Jane mentioned, we’re very determined to gain market share and we will try our best to stop the irrational competition in the market. For the e-coupon life we will continue to carry on the matching strategy and then we will match dollar-by-dollar and percentage-by-percentage versus our competitors. And what I can provide you is probably the margin breakdown. And you’ll see this – in 3Q, our margin – non-operating margin non-GAAP is 25%, and it trend about 15 percentage points year-on-year. And for that one, we have already communicated with you before, 4 percentage points can relate to the new business development and 2 percentage points due to this labor cost increase. And now we have like 9 percentage points. For that one, we can simply say for this quarter roughly half is due to our sales marketing campaigns and half due to this e-coupon program.",7.0,1.0,1.0
6460,17,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","November 5, 2012 7:00 PM ET",Alex Yao , Deutsche Bank,"Got it, that’s helpful. And then in relation to the air ticket business, one of your major competitors recently started to offering coupon on the air ticket as well. Shall we expect that you guys to follow the coupon on air ticket soon?",Jane Sun, COO,"Air ticketing business is a very complicated business. We do not believe by just issuing coupon the customers will be attracted to the services, because there are lots of details behind the scene. So we will be there open minded to make sure technically, service-wise, Ctrip spend far beyond any competition. And we will monitor the situation very closely, but right now we do not have any plan. We will monitor the situation very carefully.",7.0,2.0,1.0
6461,18,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","November 5, 2012 7:00 PM ET",Eddie Leung , Bank of America,Good morning. Thank you for taking my questions. I would like to follow up on your air ticketing business just to get more color. Could you share with us the pricing trend of air tickets you have seen in the third quarter as far as the commission rates trend in the third quarter? Thank you.,Jenny Wu, CFO,"In the third quarter, the pricing is largely flattish and also this commission rate it tend down about 1 percentage points, but we think it’s still largely flattish. And what we said that in the first half of this year the commission not only the commission rate trends down by the 2 percentage points to 3 percentage points, and for the – always see it’s about like 4 percentage points trend down. And in 3Q it end up only about 1%. So, you’ll see normal – it’s very normal to us. And so far what we say that for the commission rate we still can be about 4% to 5%. That level can be sustained, I think at least for the next several years. And just the airlines, they will adjust their compensation to us based on the timing and on the demand, so Q-on-Q, month-by-month, there were will some saturation. And even we look at the 4Q, based on our current visibility, the pricing will probably trend down about 2 percentage points to 3 percentage points and for the nominal commission rate, again, about 2 percentage points to 3 percentage points. Our judgment about last year, the similar period of last year, is kind of a high base. And also, the airlines will also adjust that based on the demand. But overall, I think this 4% to 5% is still the kind of range we can achieve in the next several years.",8.0,1.0,1.0
